Title,Artist,Album,Status,Match Path
That Girl,Maxi Priest Shaggy,,NOT_FOUND,
Have You Seen Her,MC Hammer,1990 Top 100,NOT_FOUND,
U Can't Touch This,MC Hammer,1990 Top 100,NOT_FOUND,
Addams Groove,MC Hammer,,NOT_FOUND,
Cold Rock A Party,MC Lyte,1997,NOT_FOUND,
"Keep On, Keepin' On",MC Lyte & Xscape,,NOT_FOUND,
I Would Do Anything For Love (But I Won't Do That),Meat Loaf,,NOT_FOUND,
I Would Do Anything For Love (But I Won't Do That),Meat Loaf,,NOT_FOUND,
Rock And Roll Dreams Come Through,Meat Loaf,,NOT_FOUND,
Come To My Window,Melissa Etheridge,,NOT_FOUND,
I'm The Only One,Melissa Etheridge,,NOT_FOUND,
I Want To Come Over,Melissa Etheridge,,NOT_FOUND,
If I Wanted To,Melissa Etheridge,,NOT_FOUND,
Like The Way I Do,Melissa Etheridge,,NOT_FOUND,
I'm The Only One,Melissa Etheridge,,NOT_FOUND,
Mentirosa,Mellow Man Ace,1990 Top 100,NOT_FOUND,
Bitch,Merridith Brooks,,NOT_FOUND,
Mouth,Merril Bainbridge,,NOT_FOUND,
Mouth,Merril Bainbridge,,NOT_FOUND,
Enter Sandman (Remastered),Metallica,Metallica (Remastered Deluxe Box Set),NOT_FOUND,
Nothing Else Matters (Remastered),Metallica,Metallica (Remastered Deluxe Box Set),NOT_FOUND,
Until It Sleeps,Metallica,,NOT_FOUND,
I'll Be There For You,Method Man,,NOT_FOUND,
You're All I Need To Get By,Method Man & Mary J Blige,Billboard Hits - 1995 - Disk 4,NOT_FOUND,
How Am I Supposed To Live Without You,Michael Bolton,1990 Top 100,NOT_FOUND,
How Can We Be Lovers,Michael Bolton,1990 Top 100,NOT_FOUND,
When I'm Back On My Feet Again,Michael Bolton,1990 Top 100,NOT_FOUND,
Love Is A Wonderful Thing,Michael Bolton,1991 Top 100,NOT_FOUND,
"Time, Love And Tenderness",Michael Bolton,1991 Top 100,NOT_FOUND,
To Love Somebody,Michael Bolton,1993 Top 100,NOT_FOUND,
Said I Loved You . . . But I Lied,Michael Bolton,,NOT_FOUND,
When A Man Loves A Woman,Michael Bolton,,NOT_FOUND,
Missing You Now,Michael Bolton,,NOT_FOUND,
Black Or White,Michael Jackson,,NOT_FOUND,
Remember The Time,Michael Jackson,,NOT_FOUND,
You Are Not Alone,Michael Jackson,,NOT_FOUND,
Will You Be There,Michael Jackson,,NOT_FOUND,
In The Closet,Michael Jackson,,NOT_FOUND,
Scream Childhood (Free Willy 2),Michael Jackson & Janet Jackson,Billboard Hits - 1995 - Disk 4,NOT_FOUND,
Place In This World,Michael W Smith,1991 Top 100,NOT_FOUND,
J'Entend Frapper (Martell Edit),Michel Pagliaro x Florian Picasso,,NOT_FOUND,
Ai Si Eu Te Pego,Michel Teló,Ao Vivo,NOT_FOUND,
Ai Se Eu Te Pego (Dj Cosmic XTD),Michel Telo feat. Pitbull,,NOT_FOUND,
No More Lies,Michel'le,1990 Top 100,NOT_FOUND,
Blame It On The Rain,Milli Vanilli,1990 Top 100,NOT_FOUND,
All Or Nothing,Milli Vanilli,,NOT_FOUND,
Breakin' My Heart (Pretty Brown Eyes),Mint Condition,,NOT_FOUND,
Where You Wanna Go,Mischa Daniels ft. J-Son,Summer Session 11,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/Dan Desnoyers/Summer Session 11/04 Where You Wanna Go.mp3
Private Island (Dj Cosmic XTD),Mohtorious feat. Jayvado,,NOT_FOUND,
He's Mine,Mokenstef,Billboard Hits - 1995 - Disk 4,NOT_FOUND,
Like This And Like That,Monica,Miss Thang,NOT_FOUND,
Why I Love You So Much,Monica,Miss Thang,NOT_FOUND,
Don't Take It Personal (Just One Of Dem Days),Monica,,NOT_FOUND,
For You I Will,Monica,,NOT_FOUND,
Before You Walk Out Of My Life,Monica,,NOT_FOUND,
Ain't Nobody,Monica,,NOT_FOUND,
This Is How We Do It,Montell Jordan,,NOT_FOUND,
Without You,Motley Crue,1990 Top 100,NOT_FOUND,
To Be with You,Mr Big,Living in the 90'S - Disk 2,NOT_FOUND,
Just Take My Heart,Mr Big,,NOT_FOUND,
Finally,Mr. Belt & Wezol,,NOT_FOUND,
Nuh Fight Over Man (Dj Cosmic XTD),Mr. Vegas,,NOT_FOUND,
My Jam (feat. Pitbull)  (Single Version),Mr. Vegas,,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/Mr._Vegas-My_Jam__feat._Pitbull_-Single_Version-100.mp3
Tek Weh Yuh Self (Dj Cosmic XTD),Mr. Vegas feat. Lil Kim,,NOT_FOUND,
Party Tun Up (Persona De Magistris Remix) COSMIC CLUB MIX,Mr. Vegas feat. Sean Paul & Fatman Scoop,,NOT_FOUND,
I Miss You,N II U,Billboard Hits - 1995 - Disk 6,NOT_FOUND,
Back To The Hotel,N2Deep,,NOT_FOUND,
Automatic,Nari & Milani Present Pretty Pretty and Malik,Summer Session 11,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/Dan Desnoyers/Summer Session 11/15 Automatic.mp3
Wonder,Natalie Merchant,,NOT_FOUND,
Carnival,Natalie Merchant,,NOT_FOUND,
Jealousy,Natalie Merchant,,NOT_FOUND,
Do Anything,Natural Selection And Niki Harris,1991 Top 100,NOT_FOUND,
Hip Hop Hooray,Naughty By Nature,,NOT_FOUND,
Love And Affection,Nelson,After The Rain,NOT_FOUND,
After The Rain,Nelson,1991 Top 100,NOT_FOUND,
I'm Still In Love With You,New Edition,,NOT_FOUND,
Hit Me Off,New Edition,,NOT_FOUND,
This One's For The Children,New Kids On The Block,1990 Top 100,NOT_FOUND,
Step By Step,New Kids On The Block,,NOT_FOUND,
Fuck her right in the pussy!,News Interruption -,,NOT_FOUND,
Truffle-Butter (Instrumental),Nicki Minaj Ft. Drake & Lil-Wayne,,NOT_FOUND,
Truffle Butter,Nicky,,NOT_FOUND,
Total Eclipse Of The Heart,Nikki French,,NOT_FOUND,
Just A Girl,No Doubt,,NOT_FOUND,
Where Do You Go,No Mercy,,NOT_FOUND,
Where Do You Go,No Mercy,,NOT_FOUND,
On jase de toi,Noir Silence,,NOT_FOUND,
"Mo Money, Mo Problems",Notorious B.I.G. Featuring Puff Daddy & Mase,,NOT_FOUND,
Rave With Coco (Mazza Mashup),O.T. Genesis Vs Mike Candys Vs  W&W,,NOT_FOUND,
Wonderwall,Oasis,,NOT_FOUND,
Trouble (Club Mix),OFFAIAH,,NOT_FOUND,
Get Here,Oleta Adams,1991 Top 100,NOT_FOUND,
Melody Vs. No Beef (DJ Moneykey Edit),Oliver Heldens Vs. Afrojack & Steve Aoki,,NOT_FOUND,
Slam,Onyx,,NOT_FOUND,
Donald Trumpet (Original Mix),Orkestrated,,NOT_FOUND,
Million Voices Apologize (SoundMan Quick Hitter),Otto Knows,,NOT_FOUND,
Elevators (Me & You),Outkast,,NOT_FOUND,
Where Are You 2016 (Dj Cosmic Remix),Paffendord,,NOT_FOUND,
Ditty,Paperboy,,NOT_FOUND,
Get Back (Original Mix),"Paris & Simo, Rico & Miella",drunkenbeat.net,NOT_FOUND,
"Paris & Simo, Rico & Miella - Get Back (Original Mix) (drunkenbeat.net)","Paris & Simo, Rico & Miella",drunkenbeat.net,NOT_FOUND,
Sometimes Love Just Ain't  Enough,Patti Smyth And Don Henley,1992 Top 100,NOT_FOUND,
Oh Girl,Paul Young,1990 Top 100,NOT_FOUND,
Opposites Attract,Paula Abdul,1990 Top 100,NOT_FOUND,
The Way That You Love Me,Paula Abdul,1990 Top 100,NOT_FOUND,
Rush Rush,Paula Abdul,,NOT_FOUND,
The Promise Of A New Day,Paula Abdul,,NOT_FOUND,
Blowing Kisses In The Wind,Paula Abdul,,NOT_FOUND,
Where Have All The Cowboys Gone,Paula Cole,,NOT_FOUND,
A Whole New World (Aladin),Peabo Bryson And Regina Belle,,NOT_FOUND,
Passe Moi La Puck (Martell Edit),Peakafeller x Les Colocs x Karim Mika & Ralvero,,NOT_FOUND,
I Got It,Pearl Jam,,NOT_FOUND,
Long Road,Pearl Jam,,NOT_FOUND,
Giving You The Benefit,Pebbles,,NOT_FOUND,
Do You Remember (Live),Phil Collins,1990 Top 100,NOT_FOUND,
I Wish It Would Rain Down,Phil Collins,1990 Top 100,NOT_FOUND,
Something Happened On The Way To Heaven (Live),Phil Collins,1990 Top 100,NOT_FOUND,
Everyday,Phil Collins,,NOT_FOUND,
PPAP Pen Pineappel Appel Pen (Kahikko Remix),Pikotaro,,NOT_FOUND,
Timber,Pit Bull feat. Kesha,,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/Pit Bull feat. Kesha - Timber [mp3clan.com].mp3
3 To Tango - DJcity Hype Edit (Dirty),Pitbull,,MULTIPLE_MATCHES,
Fun (feat. Chris Brown)  (Jump Smokers Remix ),Pitbull,,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/Pitbull-Fun__feat._Chris_Brown_-Jump_Smokers_Remix_-125.mp3
Dark Horse (Remix),Pitbull feat. Katy Perry & Juicy J,,NOT_FOUND,
Go Girl  (Dj Cosmic XTD),Pitbull feat. Trina & Young Boss,,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/Cosmic 4 Pat/Pitbull feat. Trina & Young Boss - Go Girl  (Dj Cosmic XTD).mp3
Set You Free Cage (Remix),Planet Soul,,NOT_FOUND,
Looking Through Patient Eyes,PM Dawn,,NOT_FOUND,
I'd Die Without You,PM Dawn,,NOT_FOUND,
Set Adrift On Memory Bliss,PM Dawn,,NOT_FOUND,
I'd Die Without You,PM Dawn,,NOT_FOUND,
Pointer Sisters - Im so exited,Pointer Sisters,?,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/The Best Of 80's Hits/Pointer Sisters - Im so exited.mp3
Something To Believe In,Poison,1991 Top 100,NOT_FOUND,
Unskinny Bop,Poison,,NOT_FOUND,
Party Shot (Major Lazer & ETC!ETC! Remix),Popcaan,,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/Popcaan_-_Party_Shot__Major_Lazer___ETC_ETC__Remix___FMI_.mp3
Here We Go Again,Portrait,,NOT_FOUND,
I Got A Man,Positive K,,NOT_FOUND,
Thieves In The Temple,Prince,1990 Top 100,NOT_FOUND,
Diamonds And Pearls,Prince,1992 Top 100,NOT_FOUND,
The Most Beautiful Girl In The World,Prince,,NOT_FOUND,
7,Prince,,NOT_FOUND,
Cream,Prince & The NPG,1991 Top 100,NOT_FOUND,
Back It Up (Dave Aude Club Mix),Prince Royce Ft Jennifer Lopez And Pitbull,MyMP3Pool - For Promotional DJ Use Only - Not For Sale,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/Prince Royce Ft Jennifer Lopez And Pitbull - Back It Up (Dave Aude Club Mix).mp3
I'm Gonna Be (500 Miles),Proclaimers,Living in the 90'S - Disk 2,NOT_FOUND,
Walk With Me (Axwell & Dirty South remix),Prok & Fitch present Nanchang Nancy,Sun Factory 11,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/MC Mario/Sun Factory 11/MPEG-4/05. Prok & Fitch present Nanchang Nancy - Walk With Me (Axwell & Dirty South remix).m4a
I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,,NOT_FOUND,
Can't Nobody Hold Me Down,Puff Daddy And Mace,1997,NOT_FOUND,
Come On Ride The Train,Quad City DJ's,,NOT_FOUND,
Peakafeller x Lester Williams & Matteino (Martell Edit),Quebecois,,NOT_FOUND,
Silent Lucidity,Queensryche,,NOT_FOUND,
I Believe I Can Fly,R Kelly,,NOT_FOUND,
Bump N Grind,R Kelly,,NOT_FOUND,
Your Body's Callin',R Kelly,,NOT_FOUND,
Cant Sleep Baby,R. Kelly,,NOT_FOUND,
Down Low (Nobody Has To Know),R. Kelly,,NOT_FOUND,
You Remind Me Of Something,R. Kelly,,NOT_FOUND,
Like I Love You (Money G Remix),R.I.O.,Like I Love You,NOT_FOUND,
Samurai (Tiesto Remix) www.livingelectro.com,R3hab,,NOT_FOUND,
Flashlight (Dj Cosmic Quick Hitter),R3hab & Deorro,,NOT_FOUND,
Killing In The Name,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),NOT_FOUND,
Sensitivity,Ralph Tresvant,1991 Top 100,NOT_FOUND,
All I Ask Of You (Higher Learning),Raphael Saadiq,Billboard Hits - 1995 - Disk 5,NOT_FOUND,
Another Night,Real McCoy,,NOT_FOUND,
Run Away,Real McCoy,,NOT_FOUND,
Another Night,Real McCoy,,NOT_FOUND,
Come And Get Your Love,Real McCoy,,NOT_FOUND,
Under The Bridge,Red Hot Chili Peppers,,NOT_FOUND,
Can't Stop - D'Maduro Remix (Dirty),Red Hot Chili Peppers,,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/Red Hot Chili Peppers - Can't Stop - D'Maduro Remix (Dirty).mp3
Bring Out The Bottle,RedFoo (of LMFAO),,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/RedFoo (of LMFAO) - Bring Out The Bottle Lyrics __HQ__.mp3
Cotton Eyed Joe,Rednex,Billboard Hits - 1995 - Disk 6,NOT_FOUND,
Cotton Eye Joe Song,Rednex,,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/Rednex CottonEye Joe Song and Lyrics.mp3
Losing My Religion,REM,1991 Top 100,NOT_FOUND,
Shiny Happy People,REM,1991 Top 100,NOT_FOUND,
Save Your Hearth,Remady ft. Manu L,Summer Session 11,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/Dan Desnoyers/Summer Session 11/05 Save Your Hearth.mp3
When She Cries,Restless Heart,,NOT_FOUND,
P.A.S.S.I.O.N.,Rhythm Syndicate,,NOT_FOUND,
Clothes Off,Ria Mae,,NOT_FOUND,
Take This Heart,Richard Marx,1992 Top 100,NOT_FOUND,
Now And Forever,Richard Marx,,NOT_FOUND,
Hazard,Richard Marx,,NOT_FOUND,
Keep Coming Back,Richard Marx,,NOT_FOUND,
Cry For Help,Rick Astley,1991 Top 100,NOT_FOUND,
Extra Hard,Rico Love feat David Guetta,04-27-10 Promotorrents.Com Hip,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/Extra Hard.mp3
I'm Too Sexy,Right Said Fred,Living in the 90'S - Disk 2,NOT_FOUND,
Turn Me On,Riton & Oliver Heldens ft. Vula,,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/Riton & Oliver Heldens - Turn Me On.mp3
Children,Robert Miles,,NOT_FOUND,
Do You Know (What It Takes),Robyn,,NOT_FOUND,
Downtown Train,Rod Stewart,Downtown Train,NOT_FOUND,
Have I Told You Lately,Rod Stewart,,NOT_FOUND,
Rhythm Of My Heart,Rod Stewart,,NOT_FOUND,
Reason To Believe,Rod Stewart,,NOT_FOUND,
The Motown Song,Rod Stewart And The Temptations,1991 Top 100,NOT_FOUND,
I Belong To You,Rome,1997,NOT_FOUND,
Follow The Sound Vs. Arcade (Preview),Roul & Doors,,NOT_FOUND,
Dangerous,Roxette,Look Sharp!,NOT_FOUND,
It Must Have Been Love,Roxette,1990 Top 100,NOT_FOUND,
Fading Like A Flower (Every Time You Leave Me),Roxette,1991 Top 100,NOT_FOUND,
Joyride,Roxette,,NOT_FOUND,
Everybody Be Somebody feat Yavahn (Lucas & Steve Remix),Ruffneck,,NOT_FOUND,
"Loca People (What the F**k!"")",Sak Noel,"Clubaholics, Vol. 2",NOT_FOUND,
Do You Want Me,Salt N Pepper,1991 Top 100,NOT_FOUND,
Shoop,Salt-N-Pepa,,NOT_FOUND,
Whatta Man,Salt-N-Pepa And EnVogue,,NOT_FOUND,
Put your fuckin hands up acapella,Sample,,NOT_FOUND,
Building A Mystery,Sarah McLachlan,,NOT_FOUND,
I Want You,Savage Garden,,NOT_FOUND,
Drop It (Original Mix)  www.livingelectro.com,SCNDL,,NOT_FOUND,
Otis (Original Mix),SCNDL,,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/SCNDL-Otis (Original Mix) www.mp3c.cc .mp3
Wind Of Change,Scorpions,1991 Top 100,NOT_FOUND,
Kiss From A Rose,Seal,,NOT_FOUND,
Crazy,Seal,,NOT_FOUND,
Prayer For The Dying,Seal,,NOT_FOUND,
Don`t Cry,Seal,,NOT_FOUND,
Beautiful Girls - Robin Roij Remix,Sean Kingston,,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/Sean Kingston - Beautiful Girls - Robin Roij Remix.mp3
Eenie Meenie,Sean Kingston ft. Justin Bieber,,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/Eenie Meenie.mp3
Two To Make It Right,Seduction,,NOT_FOUND,
No Games (D'Maduro Extended Remix),Serani Ft. Melanie Fiona,,NOT_FOUND,
Serato Scratch Sentence,Serato,,NOT_FOUND,
In The Summertime,Shaggy,Billboard Hits - 1995 - Disk 1,NOT_FOUND,
Boombastic,Shaggy,,NOT_FOUND,
It Wasn't Me Vs. Rattle (Moneykey Transition 95-128),Shaggy Vs. Bingo Players,,NOT_FOUND,
If I Ever Fall In Love,Shai,,NOT_FOUND,
Baby I'm Yours,Shai,,NOT_FOUND,
Comforter,Shai,,NOT_FOUND,
Stay,Shakespeare's Sister,,NOT_FOUND,
I Love Your Smile,Shanice,,NOT_FOUND,
Saving Forever For You,Shanice,,NOT_FOUND,
Sunny Came Home,Shawn Colvin,,NOT_FOUND,
Strong Enough To Be My Man,Sheryl Crow,,NOT_FOUND,
All I Wanna Do,Sheryl Crow,,NOT_FOUND,
If It Makes You Happy,Sheryl Crow,,NOT_FOUND,
Everyday Is A Winding Road,Sheryl Crow,,NOT_FOUND,
All I Wanna Do,Sheryl Crow,,NOT_FOUND,
If It Makes You Happy,Sheryl Crow,,NOT_FOUND,
Booyah - Dibs & MGM Day Or Night Bootleg,Showtek,,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/Showtek - Booyah - Dibs & MGM Day Or Night Bootleg.mp3
Slow down (Original Mix),Showtek,,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/Showtek - Slow down (Original Mix).mp3
Get You Home (Party Rock Remix),Shwayze ft LMFAO,,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/Get You Home (Party Rock Remix).mp3
Freak Me,Silk,,NOT_FOUND,
Nothing Compares 2 U,Sinead O'Connor,1990 Top 100,NOT_FOUND,
All For You,Sister Hazel,,NOT_FOUND,
Weak,Sisters With Voices,,NOT_FOUND,
I'm So Into You,Sisters With Voices,,NOT_FOUND,
Right Here,Sisters With Voices,,NOT_FOUND,
Anything,Sisters With Voices,,NOT_FOUND,
I Wish (32 Intro),Skee Lo,Billboard Hits - 1995 - Disk 4,NOT_FOUND,
I Remember You,Skid Row,,NOT_FOUND,
Gin And Juice (Remix),Snoop Doggy Dogg,Doggy Style,NOT_FOUND,
Whats My Name,Snoop Doggy Dogg,,NOT_FOUND,
Informer,Snow,,NOT_FOUND,
My Love Is The Shhhh,Somethin' For The People,1997,NOT_FOUND,
Damn I Wish I Was Your Lover,Sophie B Hawkins,,NOT_FOUND,
As I Lay Me Down,Sophie B Hawkins,,NOT_FOUND,
As I Lay Me Down,Sophie B Hawkins,,NOT_FOUND,
Runaway Train,Soul Asylum,,NOT_FOUND,
Misery,Soul Asylum,,NOT_FOUND,
Candy Rain,Soul For Real,,NOT_FOUND,
Every Little Thing I Do,Soul For Real,,NOT_FOUND,
Back To Life,Soul II Soul And Caron Wheeler,1990 Top 100,NOT_FOUND,
Say You'll Be There,Spice Girls,,NOT_FOUND,
2 Become 1,Spice Girls,,NOT_FOUND,
Two Princes,Spin Doctors,,NOT_FOUND,
Nothing But Love,Spragga Benz Ft. Black Pearl,"Singles Pack ""05/31/2014"" - [www.dancehallzone.net]",NOT_FOUND,
Steve Angello feat. Mako - Children Of The Wild www.livingelectro.com,Steve Angello feat. Mako,,NOT_FOUND,
Turbulence,Steve Aoki & Laidback Luke feat. Lil Jon,,NOT_FOUND,
Because I Love You (Postman Song),Stevie B,Living In The 90's - Disk 2,NOT_FOUND,
Dream About You,Stevie B,,NOT_FOUND,
Funky Melody,Stevie B,,NOT_FOUND,
Fields Of Gold,Sting,1993 Top 100,NOT_FOUND,
All This Time,Sting,,NOT_FOUND,
If I Ever Lose My Faith In You,Sting,,NOT_FOUND,
Show Me The Way,Styx,1991 Top 100,NOT_FOUND,
"Subway, 12 Pouces 5 $ - Musique seulement (Officiel)",Subway,,NOT_FOUND,
This Lil' Game We Play,Subway Featuring 702,Billboard Hits - 1995 - Disk 4,NOT_FOUND,
Robin Schulz (DJ Moneykey Intro Edit),Sugar,,NOT_FOUND,
Feel The Hype (Moneykey Remix 2),Sunshine Base,,NOT_FOUND,
Outta My Head (Dj Cosmic Club Mix),Sunshine Base,,NOT_FOUND,
Feel The Hype (Dj Cosmic Remix) Version 2,Sunshine Base feat. Dj Cosmic,,NOT_FOUND,
Good Time (Olivier Giacomotto Remix) IVAN - [www.FS-Club.net] - [2012],Superskank,,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/Superskank – Good Time (Olivier Giacomotto Remix).mp3
The First Time,Surface,1991 Top 100,NOT_FOUND,
Tom's Diner,Suzanne Vega & DNA,,NOT_FOUND,
Miami 2 Ibiza,Swedish House Mafia ft. Tinie Tempah,Summer Session 11,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/Dan Desnoyers/Summer Session 11/09 Miami 2 Ibiza.mp3
If Wishes Came True,Sweet Sensation,,NOT_FOUND,
You're The One (Allstar Rap Remix),SWV & 96 Anthem,,NOT_FOUND,
Sunshine (Dj Cosmic XTD),T.O.K,,NOT_FOUND,
Whoomp! There It Is,Tag Team,,NOT_FOUND,
Whoomp! There It Is,Tag Team,,NOT_FOUND,
Back For Good,Take That,,NOT_FOUND,
Back For Good,Take That,,NOT_FOUND,
Hold You Tight,Tara Kemp,Living In The 90's - Disk 2,NOT_FOUND,
Piece Of My Heart,Tara Kemp,,NOT_FOUND,
I'll Be Your Shelter,Taylor Dayne,Can't Fight Fate,NOT_FOUND,
With Every Beat Of My Heart,Taylor Dayne,1990 Top 100,NOT_FOUND,
Love WIll Lead You Back,Taylor Dayne,,NOT_FOUND,
Can't Get Enough Of Your Love,Taylor Dayne,,NOT_FOUND,
Break It Down Again,Tears For Fears,,NOT_FOUND,
Pump Up the Jam,Technotronic,,NOT_FOUND,
Move This,Technotronic,,NOT_FOUND,
Get Up (Before The Night Is Over),Technotronic,,NOT_FOUND,
Love Song,Tesla,,NOT_FOUND,
Signs (Live),Tesla,,NOT_FOUND,
Tell Me What You Want Me To Do,Tevin Campbell,,NOT_FOUND,
Can We Talk,Tevin Campbell,,NOT_FOUND,
I'm Ready,Tevin Campbell,,NOT_FOUND,
Round And Round,Tevin Campbell,,NOT_FOUND,
Always In My Heart,Tevin Campbell,,NOT_FOUND,
Love Shack (Edit) (2019 Remaster),The B-52's,Cosmic Thing,NOT_FOUND,
Closer - Jauz Remix,The Chainsmokers ft. Halsey,,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/The Chainsmokers - Closer - Jauz Remix.mp3
Zombie (Remastered 2020),The Cranberries,BONUS,NOT_FOUND,
Mawby (The Cube Guys Mix),"The Cube Guys, Miami Dub Machine",zippyclan.com,MATCH,"/Users/patrickmoniqui/Music/MUSIQUE/The Cube Guys, Miami Dub Machine - Mawby (The Cube Guys Mix).mp3"
How Do You Talk To An Angel,The Heights,Living in the 90'S - Disk 2,NOT_FOUND,
How Do You Talk To An Angel,The Heights,Living in the 90'S - Disk 2,NOT_FOUND,
I'm On A Boat,The Lonely Island ft. T-Pain,,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/I'm On A Boat.mp3
One More Chance-Stay With Me,The Notorious B.I.G.,Billboard Hits - 1995 - Disk 2,NOT_FOUND,
Warning,The Notorious B.I.G.,Ready To Die,NOT_FOUND,
I'll Stand By You,The Pretenders,Billboard Hits - 1995 - Disk 6,NOT_FOUND,
Nervous Breakdown,The Shrink Reloaded ft. Mc Pryme,Summer Session 11,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/Dan Desnoyers/Summer Session 11/16 Nervous Breakdown.mp3
1979,The Smashing Pumpkins,,NOT_FOUND,
Nobody Knows,The Tony Rich Project,,NOT_FOUND,
The Freshmen,The Verve Pipe,,NOT_FOUND,
Can't Feel My Face (ELIAS Remix) [DJ Moneykey Edit],The Weeknd,,NOT_FOUND,
Semi-Charmed Life,Third Eye Blind,,NOT_FOUND,
Blurred Lines (Komes Remix) www.livingelectro.com,TI & Pharell,,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/TI & Pharell - Blurred Lines (Komes Remix) www.livingelectro.com.mp3
Wasted (R3hab Remix),Tiesto Feat. Matthew Koma,,NOT_FOUND,
Secrets (SoundMan Quick Hitter),Tiesto KSHMR Ft Vassy,,NOT_FOUND,
Tiësto vs. TRJ & Vinai - Lethal Industry vs. Bounce Generation (Hardwell Mashup),Tiësto vs. TRJ & Vinai,,NOT_FOUND,
Don't Take The Girl,Tim McGraw,,NOT_FOUND,
Indian Outlaw,Tim McGraw,,NOT_FOUND,
It's Your Love,Tim McGraw & Faith Hill,1997,NOT_FOUND,
Jerk Out,Time,1990 Top 100,NOT_FOUND,
One More Try,Timmy T,1991 Top 100,NOT_FOUND,
Freaks (W&W Bigroom Edit)www.livingelectro.com,Timmy Trumpet,,NOT_FOUND,
I Don't Wanna Fight,Tina Turner,,NOT_FOUND,
How Ya Feelin (Original Mix),TJR,,NOT_FOUND,
TJR - How Ya Feelin (Original Mix) www.livingelectro.com,TJR,,NOT_FOUND,
TJR - How Ya Feelin (Original Mix) www.livingelectro.com,TJR,,NOT_FOUND,
Turn The Bass Up (Original Mix)www.livingelectro.com,TJR,,NOT_FOUND,
Turn The Bass Up (Original Mix)www.livingelectro.com,TJR,,NOT_FOUND,
Bounce Generation (Moneykey Edit),TJR & VINAI,,NOT_FOUND,
Bounce Generation (SCNDL Remix),TJR & VINAI,URBANMUSiCDAiLY.NET,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/TJR & VINAI - Bounce Generation (SCNDL Remix).mp3
Waterfalls,TLC,,NOT_FOUND,
Creep,TLC,,NOT_FOUND,
Baby Baby Baby,TLC,,NOT_FOUND,
Red Light Special,TLC,,NOT_FOUND,
Ain't 2 Proud 2 Beg,TLC,,NOT_FOUND,
Diggin' On You,TLC,,NOT_FOUND,
What About Your Friends,TLC,,NOT_FOUND,
What About Your Friends,TLC,,NOT_FOUND,
All I Want,Toad The Wet Sprocket,,NOT_FOUND,
Life Is A Highway,Tom Cochrane,Living in the 90'S -- Disk 1,NOT_FOUND,
You Don't Know How It Feels,Tom Petty,,NOT_FOUND,
Free Fallin',Tom Petty,,NOT_FOUND,
Mary Jane's Last Dance,Tom Petty,,NOT_FOUND,
Brick By Brick,Tommie Sunshine & Breikthru,,MATCH,/Users/patrickmoniqui/Music/MUSIQUE/Tommie Sunshine & Breikthru - Brick By Brick.mp3
I'll Be Your Everything,Tommy Page,,NOT_FOUND,
Let It Flow,Toni Braxton,Secrets,NOT_FOUND,
I Love Me Some Him,Toni Braxton,Secrets,NOT_FOUND,
I Don't Want To,Toni Braxton,1997,NOT_FOUND,
Unbreak My Heart,Toni Braxton,,NOT_FOUND,
Breathe Again,Toni Braxton,,NOT_FOUND,
You're Making Me High,Toni Braxton,,NOT_FOUND,
You Mean The World To Me,Toni Braxton,,NOT_FOUND,
Another Sad Love Song,Toni Braxton,,NOT_FOUND,
Unbreak My Heart,Toni Braxton,,NOT_FOUND,
If I Had No Loot,Tony Toni Tone,,NOT_FOUND,
Anniversary,Tony Toni Tone,,NOT_FOUND,
Kissin' You,Total,,NOT_FOUND,
No One Else,Total & Foxy Brown Lil' Kim,,NOT_FOUND,
Can't You See (New Jersey Drive),Total Featuring The Notorious B.I.G.,Billboard Hits - 1995 - Disk 4,NOT_FOUND,
